i,fname,machine_id,sample,part,label,label_idx
4614,anomaly_id_03_00000108_hist_librosa_part195.bin,3,108,195,anomaly,1
4615,anomaly_id_03_00000183_hist_librosa_part049.bin,3,183,49,anomaly,1
4616,anomaly_id_03_00000234_hist_librosa_part161.bin,3,234,161,anomaly,1
4617,anomaly_id_01_00000117_hist_librosa_part141.bin,1,117,141,anomaly,1
4618,normal_id_02_00000079_hist_librosa_part059.bin,2,79,59,normal,0
4619,anomaly_id_03_00000224_hist_librosa_part175.bin,3,224,175,anomaly,1
4620,normal_id_01_00000233_hist_librosa_part066.bin,1,233,66,normal,0
4621,normal_id_03_00000114_hist_librosa_part100.bin,3,114,100,normal,0
4622,normal_id_03_00000321_hist_librosa_part022.bin,3,321,22,normal,0
4623,normal_id_02_00000336_hist_librosa_part193.bin,2,336,193,normal,0
4624,normal_id_01_00000292_hist_librosa_part041.bin,1,292,41,normal,0
4625,normal_id_02_00000133_hist_librosa_part095.bin,2,133,95,normal,0
4626,normal_id_04_00000297_hist_librosa_part025.bin,4,297,25,normal,0
4627,normal_id_04_00000051_hist_librosa_part163.bin,4,51,163,normal,0
4628,normal_id_01_00000275_hist_librosa_part015.bin,1,275,15,normal,0
4629,normal_id_02_00000230_hist_librosa_part012.bin,2,230,12,normal,0
4630,anomaly_id_03_00000209_hist_librosa_part083.bin,3,209,83,anomaly,1
4631,normal_id_04_00000020_hist_librosa_part083.bin,4,20,83,normal,0
4632,normal_id_04_00000005_hist_librosa_part143.bin,4,5,143,normal,0
4633,normal_id_03_00000257_hist_librosa_part001.bin,3,257,1,normal,0
4634,normal_id_04_00000135_hist_librosa_part131.bin,4,135,131,normal,0
4635,normal_id_01_00000327_hist_librosa_part167.bin,1,327,167,normal,0
4636,normal_id_02_00000083_hist_librosa_part067.bin,2,83,67,normal,0
4637,anomaly_id_01_00000014_hist_librosa_part018.bin,1,14,18,anomaly,1
4638,anomaly_id_02_00000195_hist_librosa_part191.bin,2,195,191,anomaly,1
4639,normal_id_01_00000088_hist_librosa_part064.bin,1,88,64,normal,0
4640,anomaly_id_01_00000131_hist_librosa_part123.bin,1,131,123,anomaly,1
4641,normal_id_01_00000041_hist_librosa_part040.bin,1,41,40,normal,0
4642,normal_id_02_00000295_hist_librosa_part078.bin,2,295,78,normal,0
4643,normal_id_01_00000124_hist_librosa_part009.bin,1,124,9,normal,0
4644,normal_id_01_00000104_hist_librosa_part013.bin,1,104,13,normal,0
4645,normal_id_03_00000150_hist_librosa_part170.bin,3,150,170,normal,0
4646,anomaly_id_03_00000261_hist_librosa_part165.bin,3,261,165,anomaly,1
4647,normal_id_01_00000321_hist_librosa_part155.bin,1,321,155,normal,0
4648,anomaly_id_02_00000242_hist_librosa_part163.bin,2,242,163,anomaly,1
4649,anomaly_id_01_00000104_hist_librosa_part088.bin,1,104,88,anomaly,1
4650,normal_id_04_00000305_hist_librosa_part164.bin,4,305,164,normal,0
4651,anomaly_id_01_00000221_hist_librosa_part036.bin,1,221,36,anomaly,1
4652,normal_id_04_00000175_hist_librosa_part011.bin,4,175,11,normal,0
4653,anomaly_id_03_00000028_hist_librosa_part027.bin,3,28,27,anomaly,1
4654,anomaly_id_03_00000201_hist_librosa_part071.bin,3,201,71,anomaly,1
4655,normal_id_01_00000340_hist_librosa_part138.bin,1,340,138,normal,0
4656,normal_id_01_00000259_hist_librosa_part045.bin,1,259,45,normal,0
4657,normal_id_02_00000303_hist_librosa_part132.bin,2,303,132,normal,0
4658,anomaly_id_03_00000259_hist_librosa_part029.bin,3,259,29,anomaly,1
4659,normal_id_02_00000298_hist_librosa_part125.bin,2,298,125,normal,0
4660,normal_id_01_00000143_hist_librosa_part043.bin,1,143,43,normal,0
4661,anomaly_id_02_00000215_hist_librosa_part105.bin,2,215,105,anomaly,1
4662,normal_id_04_00000068_hist_librosa_part066.bin,4,68,66,normal,0
4663,normal_id_04_00000276_hist_librosa_part183.bin,4,276,183,normal,0
4664,normal_id_04_00000117_hist_librosa_part085.bin,4,117,85,normal,0
4665,normal_id_01_00000145_hist_librosa_part130.bin,1,145,130,normal,0
4666,normal_id_03_00000063_hist_librosa_part119.bin,3,63,119,normal,0
4667,normal_id_01_00000218_hist_librosa_part123.bin,1,218,123,normal,0
4668,anomaly_id_01_00000145_hist_librosa_part095.bin,1,145,95,anomaly,1
4669,anomaly_id_03_00000075_hist_librosa_part071.bin,3,75,71,anomaly,1
4670,normal_id_02_00000055_hist_librosa_part128.bin,2,55,128,normal,0
4671,anomaly_id_02_00000216_hist_librosa_part193.bin,2,216,193,anomaly,1
4672,normal_id_03_00000200_hist_librosa_part082.bin,3,200,82,normal,0
4673,anomaly_id_01_00000255_hist_librosa_part133.bin,1,255,133,anomaly,1
4674,normal_id_04_00000287_hist_librosa_part021.bin,4,287,21,normal,0
4675,normal_id_02_00000270_hist_librosa_part192.bin,2,270,192,normal,0
4676,anomaly_id_02_00000006_hist_librosa_part187.bin,2,6,187,anomaly,1
4677,normal_id_03_00000064_hist_librosa_part032.bin,3,64,32,normal,0
4678,anomaly_id_02_00000243_hist_librosa_part011.bin,2,243,11,anomaly,1
4679,anomaly_id_02_00000188_hist_librosa_part083.bin,2,188,83,anomaly,1
4680,normal_id_01_00000017_hist_librosa_part076.bin,1,17,76,normal,0
4681,normal_id_04_00000096_hist_librosa_part057.bin,4,96,57,normal,0
4682,normal_id_03_00000014_hist_librosa_part065.bin,3,14,65,normal,0
4683,normal_id_02_00000298_hist_librosa_part102.bin,2,298,102,normal,0
4684,normal_id_03_00000102_hist_librosa_part146.bin,3,102,146,normal,0
4685,normal_id_03_00000181_hist_librosa_part071.bin,3,181,71,normal,0
4686,normal_id_03_00000326_hist_librosa_part125.bin,3,326,125,normal,0
4687,normal_id_03_00000329_hist_librosa_part082.bin,3,329,82,normal,0
4688,normal_id_02_00000234_hist_librosa_part176.bin,2,234,176,normal,0
4689,normal_id_02_00000081_hist_librosa_part187.bin,2,81,187,normal,0
4690,normal_id_03_00000293_hist_librosa_part126.bin,3,293,126,normal,0
4691,anomaly_id_01_00000194_hist_librosa_part036.bin,1,194,36,anomaly,1
4692,normal_id_02_00000153_hist_librosa_part044.bin,2,153,44,normal,0
4693,normal_id_02_00000241_hist_librosa_part178.bin,2,241,178,normal,0
4694,normal_id_04_00000273_hist_librosa_part016.bin,4,273,16,normal,0
4695,normal_id_03_00000330_hist_librosa_part122.bin,3,330,122,normal,0
4696,anomaly_id_01_00000050_hist_librosa_part179.bin,1,50,179,anomaly,1
4697,normal_id_03_00000186_hist_librosa_part142.bin,3,186,142,normal,0
4698,anomaly_id_03_00000101_hist_librosa_part120.bin,3,101,120,anomaly,1
4699,normal_id_01_00000050_hist_librosa_part074.bin,1,50,74,normal,0
4700,normal_id_04_00000062_hist_librosa_part012.bin,4,62,12,normal,0
4701,anomaly_id_02_00000150_hist_librosa_part137.bin,2,150,137,anomaly,1
4702,normal_id_02_00000040_hist_librosa_part088.bin,2,40,88,normal,0
4703,normal_id_04_00000274_hist_librosa_part173.bin,4,274,173,normal,0
4704,anomaly_id_01_00000206_hist_librosa_part125.bin,1,206,125,anomaly,1
4705,normal_id_03_00000344_hist_librosa_part127.bin,3,344,127,normal,0
4706,anomaly_id_03_00000229_hist_librosa_part020.bin,3,229,20,anomaly,1
4707,anomaly_id_03_00000208_hist_librosa_part184.bin,3,208,184,anomaly,1
4708,normal_id_01_00000130_hist_librosa_part159.bin,1,130,159,normal,0
4709,normal_id_03_00000309_hist_librosa_part058.bin,3,309,58,normal,0
4710,normal_id_02_00000214_hist_librosa_part135.bin,2,214,135,normal,0
4711,normal_id_01_00000179_hist_librosa_part190.bin,1,179,190,normal,0
4712,anomaly_id_01_00000218_hist_librosa_part194.bin,1,218,194,anomaly,1
4713,anomaly_id_01_00000200_hist_librosa_part125.bin,1,200,125,anomaly,1
4714,anomaly_id_03_00000211_hist_librosa_part189.bin,3,211,189,anomaly,1
4715,anomaly_id_01_00000145_hist_librosa_part094.bin,1,145,94,anomaly,1
4716,anomaly_id_03_00000090_hist_librosa_part021.bin,3,90,21,anomaly,1
4717,normal_id_03_00000062_hist_librosa_part048.bin,3,62,48,normal,0
4718,normal_id_01_00000064_hist_librosa_part042.bin,1,64,42,normal,0
4719,normal_id_03_00000309_hist_librosa_part159.bin,3,309,159,normal,0
4720,anomaly_id_02_00000040_hist_librosa_part050.bin,2,40,50,anomaly,1
4721,anomaly_id_02_00000155_hist_librosa_part073.bin,2,155,73,anomaly,1
4722,normal_id_03_00000315_hist_librosa_part070.bin,3,315,70,normal,0
4723,anomaly_id_01_00000048_hist_librosa_part102.bin,1,48,102,anomaly,1
4724,normal_id_04_00000064_hist_librosa_part175.bin,4,64,175,normal,0
4725,normal_id_03_00000140_hist_librosa_part166.bin,3,140,166,normal,0
4726,normal_id_04_00000021_hist_librosa_part077.bin,4,21,77,normal,0
4727,normal_id_02_00000023_hist_librosa_part031.bin,2,23,31,normal,0
4728,normal_id_04_00000119_hist_librosa_part068.bin,4,119,68,normal,0
4729,normal_id_01_00000195_hist_librosa_part163.bin,1,195,163,normal,0
4730,normal_id_01_00000308_hist_librosa_part130.bin,1,308,130,normal,0
4731,normal_id_04_00000290_hist_librosa_part001.bin,4,290,1,normal,0
4732,normal_id_04_00000174_hist_librosa_part112.bin,4,174,112,normal,0
4733,anomaly_id_01_00000095_hist_librosa_part077.bin,1,95,77,anomaly,1
4734,normal_id_02_00000036_hist_librosa_part018.bin,2,36,18,normal,0
4735,anomaly_id_03_00000165_hist_librosa_part112.bin,3,165,112,anomaly,1
4736,anomaly_id_03_00000188_hist_librosa_part047.bin,3,188,47,anomaly,1
4737,anomaly_id_02_00000096_hist_librosa_part042.bin,2,96,42,anomaly,1
4738,anomaly_id_01_00000113_hist_librosa_part182.bin,1,113,182,anomaly,1
4739,normal_id_04_00000287_hist_librosa_part050.bin,4,287,50,normal,0
4740,normal_id_01_00000221_hist_librosa_part029.bin,1,221,29,normal,0
4741,normal_id_04_00000167_hist_librosa_part050.bin,4,167,50,normal,0
4742,normal_id_04_00000178_hist_librosa_part192.bin,4,178,192,normal,0
4743,normal_id_01_00000197_hist_librosa_part034.bin,1,197,34,normal,0
4744,anomaly_id_02_00000062_hist_librosa_part043.bin,2,62,43,anomaly,1
4745,anomaly_id_02_00000023_hist_librosa_part141.bin,2,23,141,anomaly,1
4746,normal_id_04_00000162_hist_librosa_part023.bin,4,162,23,normal,0
4747,normal_id_03_00000248_hist_librosa_part003.bin,3,248,3,normal,0
4748,anomaly_id_03_00000150_hist_librosa_part105.bin,3,150,105,anomaly,1
4749,anomaly_id_01_00000221_hist_librosa_part031.bin,1,221,31,anomaly,1
4750,anomaly_id_01_00000056_hist_librosa_part138.bin,1,56,138,anomaly,1
4751,normal_id_03_00000338_hist_librosa_part044.bin,3,338,44,normal,0
4752,anomaly_id_03_00000103_hist_librosa_part037.bin,3,103,37,anomaly,1
4753,normal_id_04_00000201_hist_librosa_part123.bin,4,201,123,normal,0
4754,normal_id_03_00000238_hist_librosa_part036.bin,3,238,36,normal,0
4755,anomaly_id_01_00000064_hist_librosa_part155.bin,1,64,155,anomaly,1
4756,anomaly_id_01_00000242_hist_librosa_part123.bin,1,242,123,anomaly,1
4757,anomaly_id_01_00000157_hist_librosa_part121.bin,1,157,121,anomaly,1
4758,anomaly_id_01_00000219_hist_librosa_part183.bin,1,219,183,anomaly,1
4759,normal_id_03_00000159_hist_librosa_part142.bin,3,159,142,normal,0
4760,anomaly_id_01_00000113_hist_librosa_part110.bin,1,113,110,anomaly,1
4761,normal_id_01_00000282_hist_librosa_part044.bin,1,282,44,normal,0
4762,normal_id_01_00000051_hist_librosa_part106.bin,1,51,106,normal,0
4763,anomaly_id_03_00000198_hist_librosa_part094.bin,3,198,94,anomaly,1
4764,normal_id_01_00000236_hist_librosa_part166.bin,1,236,166,normal,0
4765,normal_id_01_00000265_hist_librosa_part018.bin,1,265,18,normal,0
4766,normal_id_03_00000097_hist_librosa_part020.bin,3,97,20,normal,0
4767,anomaly_id_02_00000188_hist_librosa_part134.bin,2,188,134,anomaly,1
4768,anomaly_id_01_00000146_hist_librosa_part156.bin,1,146,156,anomaly,1
4769,normal_id_04_00000215_hist_librosa_part051.bin,4,215,51,normal,0
4770,anomaly_id_01_00000036_hist_librosa_part177.bin,1,36,177,anomaly,1
4771,normal_id_01_00000057_hist_librosa_part149.bin,1,57,149,normal,0
4772,normal_id_02_00000348_hist_librosa_part183.bin,2,348,183,normal,0
4773,anomaly_id_03_00000073_hist_librosa_part171.bin,3,73,171,anomaly,1
4774,anomaly_id_01_00000236_hist_librosa_part103.bin,1,236,103,anomaly,1
4775,normal_id_02_00000293_hist_librosa_part181.bin,2,293,181,normal,0
4776,normal_id_04_00000065_hist_librosa_part008.bin,4,65,8,normal,0
4777,anomaly_id_02_00000121_hist_librosa_part073.bin,2,121,73,anomaly,1
4778,anomaly_id_01_00000181_hist_librosa_part124.bin,1,181,124,anomaly,1
4779,anomaly_id_02_00000005_hist_librosa_part048.bin,2,5,48,anomaly,1
4780,normal_id_03_00000061_hist_librosa_part165.bin,3,61,165,normal,0
4781,anomaly_id_03_00000041_hist_librosa_part182.bin,3,41,182,anomaly,1
4782,normal_id_01_00000296_hist_librosa_part012.bin,1,296,12,normal,0
4783,normal_id_04_00000251_hist_librosa_part038.bin,4,251,38,normal,0
4784,anomaly_id_01_00000029_hist_librosa_part063.bin,1,29,63,anomaly,1
4785,normal_id_02_00000150_hist_librosa_part162.bin,2,150,162,normal,0
4786,normal_id_03_00000234_hist_librosa_part190.bin,3,234,190,normal,0
4787,normal_id_03_00000102_hist_librosa_part183.bin,3,102,183,normal,0
4788,anomaly_id_03_00000001_hist_librosa_part156.bin,3,1,156,anomaly,1
4789,normal_id_03_00000258_hist_librosa_part076.bin,3,258,76,normal,0
4790,anomaly_id_01_00000068_hist_librosa_part130.bin,1,68,130,anomaly,1
4791,anomaly_id_03_00000034_hist_librosa_part158.bin,3,34,158,anomaly,1
4792,anomaly_id_03_00000036_hist_librosa_part006.bin,3,36,6,anomaly,1
4793,normal_id_04_00000300_hist_librosa_part176.bin,4,300,176,normal,0
4794,normal_id_02_00000195_hist_librosa_part150.bin,2,195,150,normal,0
4795,normal_id_03_00000128_hist_librosa_part146.bin,3,128,146,normal,0
4796,normal_id_02_00000005_hist_librosa_part117.bin,2,5,117,normal,0
4797,anomaly_id_03_00000108_hist_librosa_part134.bin,3,108,134,anomaly,1
4798,normal_id_03_00000173_hist_librosa_part139.bin,3,173,139,normal,0
4799,normal_id_01_00000348_hist_librosa_part169.bin,1,348,169,normal,0
4800,normal_id_01_00000241_hist_librosa_part193.bin,1,241,193,normal,0
4801,normal_id_01_00000118_hist_librosa_part056.bin,1,118,56,normal,0
4802,normal_id_04_00000130_hist_librosa_part173.bin,4,130,173,normal,0
4803,normal_id_02_00000076_hist_librosa_part091.bin,2,76,91,normal,0
4804,normal_id_02_00000188_hist_librosa_part081.bin,2,188,81,normal,0
4805,anomaly_id_01_00000103_hist_librosa_part185.bin,1,103,185,anomaly,1
4806,anomaly_id_01_00000013_hist_librosa_part008.bin,1,13,8,anomaly,1
4807,normal_id_01_00000130_hist_librosa_part081.bin,1,130,81,normal,0
4808,normal_id_02_00000123_hist_librosa_part114.bin,2,123,114,normal,0
4809,anomaly_id_02_00000043_hist_librosa_part172.bin,2,43,172,anomaly,1
4810,normal_id_03_00000170_hist_librosa_part155.bin,3,170,155,normal,0
4811,normal_id_03_00000348_hist_librosa_part044.bin,3,348,44,normal,0
4812,anomaly_id_01_00000032_hist_librosa_part037.bin,1,32,37,anomaly,1
4813,normal_id_02_00000171_hist_librosa_part153.bin,2,171,153,normal,0
4814,normal_id_02_00000018_hist_librosa_part082.bin,2,18,82,normal,0
4815,anomaly_id_01_00000189_hist_librosa_part029.bin,1,189,29,anomaly,1
4816,anomaly_id_02_00000163_hist_librosa_part172.bin,2,163,172,anomaly,1
4817,normal_id_03_00000244_hist_librosa_part089.bin,3,244,89,normal,0
4818,normal_id_02_00000142_hist_librosa_part052.bin,2,142,52,normal,0
4819,normal_id_02_00000325_hist_librosa_part174.bin,2,325,174,normal,0
4820,normal_id_03_00000193_hist_librosa_part090.bin,3,193,90,normal,0
4821,normal_id_04_00000294_hist_librosa_part098.bin,4,294,98,normal,0
4822,normal_id_01_00000079_hist_librosa_part055.bin,1,79,55,normal,0
4823,anomaly_id_01_00000020_hist_librosa_part108.bin,1,20,108,anomaly,1
4824,anomaly_id_02_00000094_hist_librosa_part160.bin,2,94,160,anomaly,1
4825,anomaly_id_02_00000038_hist_librosa_part068.bin,2,38,68,anomaly,1
4826,normal_id_04_00000004_hist_librosa_part118.bin,4,4,118,normal,0
4827,anomaly_id_02_00000113_hist_librosa_part100.bin,2,113,100,anomaly,1
4828,normal_id_04_00000148_hist_librosa_part094.bin,4,148,94,normal,0
4829,anomaly_id_03_00000023_hist_librosa_part152.bin,3,23,152,anomaly,1
4830,normal_id_01_00000016_hist_librosa_part079.bin,1,16,79,normal,0
4831,anomaly_id_02_00000144_hist_librosa_part004.bin,2,144,4,anomaly,1
4832,anomaly_id_02_00000059_hist_librosa_part179.bin,2,59,179,anomaly,1
4833,normal_id_04_00000047_hist_librosa_part045.bin,4,47,45,normal,0
4834,normal_id_02_00000270_hist_librosa_part077.bin,2,270,77,normal,0
4835,anomaly_id_03_00000192_hist_librosa_part067.bin,3,192,67,anomaly,1
4836,anomaly_id_03_00000059_hist_librosa_part044.bin,3,59,44,anomaly,1
4837,normal_id_01_00000289_hist_librosa_part180.bin,1,289,180,normal,0
4838,normal_id_04_00000169_hist_librosa_part182.bin,4,169,182,normal,0
4839,normal_id_04_00000140_hist_librosa_part107.bin,4,140,107,normal,0
4840,anomaly_id_01_00000051_hist_librosa_part053.bin,1,51,53,anomaly,1
4841,normal_id_02_00000339_hist_librosa_part160.bin,2,339,160,normal,0
4842,normal_id_04_00000234_hist_librosa_part073.bin,4,234,73,normal,0
4843,normal_id_03_00000176_hist_librosa_part013.bin,3,176,13,normal,0
4844,normal_id_01_00000154_hist_librosa_part168.bin,1,154,168,normal,0
4845,normal_id_01_00000110_hist_librosa_part090.bin,1,110,90,normal,0
4846,normal_id_02_00000321_hist_librosa_part156.bin,2,321,156,normal,0
4847,anomaly_id_02_00000141_hist_librosa_part143.bin,2,141,143,anomaly,1
4848,normal_id_04_00000008_hist_librosa_part038.bin,4,8,38,normal,0
4849,normal_id_02_00000093_hist_librosa_part071.bin,2,93,71,normal,0
4850,anomaly_id_02_00000071_hist_librosa_part102.bin,2,71,102,anomaly,1
4851,anomaly_id_03_00000261_hist_librosa_part174.bin,3,261,174,anomaly,1
4852,normal_id_04_00000174_hist_librosa_part131.bin,4,174,131,normal,0
4853,anomaly_id_01_00000256_hist_librosa_part038.bin,1,256,38,anomaly,1
4854,normal_id_01_00000335_hist_librosa_part070.bin,1,335,70,normal,0
4855,normal_id_01_00000251_hist_librosa_part116.bin,1,251,116,normal,0
4856,normal_id_01_00000162_hist_librosa_part084.bin,1,162,84,normal,0
4857,normal_id_04_00000262_hist_librosa_part080.bin,4,262,80,normal,0
4858,normal_id_03_00000181_hist_librosa_part037.bin,3,181,37,normal,0
4859,anomaly_id_02_00000145_hist_librosa_part013.bin,2,145,13,anomaly,1
4860,normal_id_04_00000126_hist_librosa_part181.bin,4,126,181,normal,0
4861,normal_id_04_00000046_hist_librosa_part026.bin,4,46,26,normal,0
4862,normal_id_04_00000294_hist_librosa_part047.bin,4,294,47,normal,0
4863,anomaly_id_03_00000259_hist_librosa_part018.bin,3,259,18,anomaly,1
4864,anomaly_id_02_00000075_hist_librosa_part151.bin,2,75,151,anomaly,1
4865,normal_id_04_00000289_hist_librosa_part169.bin,4,289,169,normal,0
4866,anomaly_id_02_00000080_hist_librosa_part058.bin,2,80,58,anomaly,1
4867,normal_id_01_00000192_hist_librosa_part185.bin,1,192,185,normal,0
4868,anomaly_id_02_00000249_hist_librosa_part058.bin,2,249,58,anomaly,1
4869,normal_id_04_00000026_hist_librosa_part107.bin,4,26,107,normal,0
4870,normal_id_04_00000256_hist_librosa_part026.bin,4,256,26,normal,0
4871,anomaly_id_03_00000032_hist_librosa_part051.bin,3,32,51,anomaly,1
4872,normal_id_03_00000214_hist_librosa_part190.bin,3,214,190,normal,0
4873,normal_id_02_00000085_hist_librosa_part075.bin,2,85,75,normal,0
4874,anomaly_id_03_00000193_hist_librosa_part118.bin,3,193,118,anomaly,1
4875,normal_id_01_00000051_hist_librosa_part122.bin,1,51,122,normal,0
4876,normal_id_01_00000017_hist_librosa_part032.bin,1,17,32,normal,0
4877,anomaly_id_03_00000000_hist_librosa_part081.bin,3,0,81,anomaly,1
4878,anomaly_id_03_00000227_hist_librosa_part144.bin,3,227,144,anomaly,1
4879,normal_id_03_00000210_hist_librosa_part019.bin,3,210,19,normal,0
4880,anomaly_id_02_00000250_hist_librosa_part043.bin,2,250,43,anomaly,1
4881,normal_id_03_00000031_hist_librosa_part095.bin,3,31,95,normal,0
4882,anomaly_id_01_00000105_hist_librosa_part051.bin,1,105,51,anomaly,1
4883,normal_id_04_00000285_hist_librosa_part111.bin,4,285,111,normal,0
4884,normal_id_02_00000200_hist_librosa_part122.bin,2,200,122,normal,0
4885,anomaly_id_03_00000068_hist_librosa_part108.bin,3,68,108,anomaly,1
4886,normal_id_02_00000275_hist_librosa_part165.bin,2,275,165,normal,0
4887,normal_id_02_00000305_hist_librosa_part115.bin,2,305,115,normal,0
4888,anomaly_id_03_00000230_hist_librosa_part183.bin,3,230,183,anomaly,1
4889,normal_id_03_00000343_hist_librosa_part123.bin,3,343,123,normal,0
4890,normal_id_01_00000088_hist_librosa_part034.bin,1,88,34,normal,0
4891,normal_id_03_00000000_hist_librosa_part115.bin,3,0,115,normal,0
4892,normal_id_02_00000297_hist_librosa_part179.bin,2,297,179,normal,0
4893,normal_id_02_00000212_hist_librosa_part140.bin,2,212,140,normal,0
4894,anomaly_id_03_00000075_hist_librosa_part100.bin,3,75,100,anomaly,1
4895,normal_id_01_00000133_hist_librosa_part171.bin,1,133,171,normal,0
4896,anomaly_id_02_00000041_hist_librosa_part096.bin,2,41,96,anomaly,1
4897,normal_id_04_00000283_hist_librosa_part171.bin,4,283,171,normal,0
4898,normal_id_04_00000193_hist_librosa_part091.bin,4,193,91,normal,0
4899,anomaly_id_02_00000198_hist_librosa_part053.bin,2,198,53,anomaly,1
4900,normal_id_03_00000230_hist_librosa_part073.bin,3,230,73,normal,0
4901,anomaly_id_01_00000157_hist_librosa_part084.bin,1,157,84,anomaly,1
4902,normal_id_03_00000077_hist_librosa_part106.bin,3,77,106,normal,0
4903,normal_id_04_00000216_hist_librosa_part106.bin,4,216,106,normal,0
4904,anomaly_id_02_00000254_hist_librosa_part043.bin,2,254,43,anomaly,1
4905,anomaly_id_02_00000028_hist_librosa_part125.bin,2,28,125,anomaly,1
4906,anomaly_id_03_00000147_hist_librosa_part124.bin,3,147,124,anomaly,1
4907,normal_id_03_00000039_hist_librosa_part041.bin,3,39,41,normal,0
4908,normal_id_04_00000030_hist_librosa_part105.bin,4,30,105,normal,0
4909,normal_id_04_00000266_hist_librosa_part006.bin,4,266,6,normal,0
4910,anomaly_id_01_00000021_hist_librosa_part008.bin,1,21,8,anomaly,1
4911,anomaly_id_02_00000111_hist_librosa_part140.bin,2,111,140,anomaly,1
4912,anomaly_id_03_00000140_hist_librosa_part193.bin,3,140,193,anomaly,1
4913,normal_id_04_00000110_hist_librosa_part164.bin,4,110,164,normal,0
4914,normal_id_01_00000257_hist_librosa_part183.bin,1,257,183,normal,0
4915,anomaly_id_03_00000002_hist_librosa_part062.bin,3,2,62,anomaly,1
4916,anomaly_id_01_00000042_hist_librosa_part100.bin,1,42,100,anomaly,1
4917,normal_id_02_00000329_hist_librosa_part135.bin,2,329,135,normal,0
4918,anomaly_id_03_00000252_hist_librosa_part117.bin,3,252,117,anomaly,1
4919,normal_id_03_00000138_hist_librosa_part195.bin,3,138,195,normal,0
4920,anomaly_id_02_00000054_hist_librosa_part121.bin,2,54,121,anomaly,1
4921,normal_id_01_00000156_hist_librosa_part105.bin,1,156,105,normal,0
4922,normal_id_02_00000089_hist_librosa_part145.bin,2,89,145,normal,0
4923,normal_id_01_00000236_hist_librosa_part137.bin,1,236,137,normal,0
4924,normal_id_02_00000221_hist_librosa_part041.bin,2,221,41,normal,0
4925,anomaly_id_02_00000244_hist_librosa_part026.bin,2,244,26,anomaly,1
4926,normal_id_02_00000156_hist_librosa_part173.bin,2,156,173,normal,0
4927,normal_id_04_00000143_hist_librosa_part030.bin,4,143,30,normal,0
4928,normal_id_04_00000177_hist_librosa_part185.bin,4,177,185,normal,0
4929,normal_id_03_00000265_hist_librosa_part110.bin,3,265,110,normal,0
4930,normal_id_01_00000156_hist_librosa_part164.bin,1,156,164,normal,0
4931,normal_id_03_00000066_hist_librosa_part079.bin,3,66,79,normal,0
4932,normal_id_01_00000097_hist_librosa_part058.bin,1,97,58,normal,0
4933,normal_id_03_00000092_hist_librosa_part097.bin,3,92,97,normal,0
4934,normal_id_04_00000238_hist_librosa_part043.bin,4,238,43,normal,0
4935,anomaly_id_02_00000187_hist_librosa_part124.bin,2,187,124,anomaly,1
4936,anomaly_id_03_00000001_hist_librosa_part059.bin,3,1,59,anomaly,1
4937,normal_id_03_00000211_hist_librosa_part172.bin,3,211,172,normal,0
4938,anomaly_id_01_00000072_hist_librosa_part088.bin,1,72,88,anomaly,1
4939,normal_id_04_00000156_hist_librosa_part008.bin,4,156,8,normal,0
4940,normal_id_03_00000044_hist_librosa_part018.bin,3,44,18,normal,0
4941,normal_id_01_00000348_hist_librosa_part082.bin,1,348,82,normal,0
4942,normal_id_02_00000271_hist_librosa_part191.bin,2,271,191,normal,0
4943,anomaly_id_03_00000209_hist_librosa_part085.bin,3,209,85,anomaly,1
4944,normal_id_04_00000016_hist_librosa_part190.bin,4,16,190,normal,0
4945,anomaly_id_01_00000031_hist_librosa_part073.bin,1,31,73,anomaly,1
4946,anomaly_id_01_00000050_hist_librosa_part073.bin,1,50,73,anomaly,1
4947,normal_id_02_00000217_hist_librosa_part067.bin,2,217,67,normal,0
4948,anomaly_id_02_00000084_hist_librosa_part048.bin,2,84,48,anomaly,1
4949,normal_id_04_00000016_hist_librosa_part082.bin,4,16,82,normal,0
4950,anomaly_id_02_00000095_hist_librosa_part095.bin,2,95,95,anomaly,1
4951,anomaly_id_02_00000213_hist_librosa_part073.bin,2,213,73,anomaly,1
4952,normal_id_04_00000151_hist_librosa_part103.bin,4,151,103,normal,0
4953,normal_id_02_00000039_hist_librosa_part081.bin,2,39,81,normal,0
4954,normal_id_03_00000309_hist_librosa_part094.bin,3,309,94,normal,0
4955,anomaly_id_02_00000184_hist_librosa_part195.bin,2,184,195,anomaly,1
4956,normal_id_03_00000134_hist_librosa_part164.bin,3,134,164,normal,0
4957,anomaly_id_01_00000208_hist_librosa_part007.bin,1,208,7,anomaly,1
4958,normal_id_03_00000281_hist_librosa_part077.bin,3,281,77,normal,0
4959,anomaly_id_02_00000030_hist_librosa_part022.bin,2,30,22,anomaly,1
4960,normal_id_01_00000091_hist_librosa_part167.bin,1,91,167,normal,0
4961,normal_id_01_00000237_hist_librosa_part072.bin,1,237,72,normal,0
4962,normal_id_04_00000043_hist_librosa_part080.bin,4,43,80,normal,0
4963,normal_id_01_00000078_hist_librosa_part190.bin,1,78,190,normal,0
4964,normal_id_03_00000002_hist_librosa_part156.bin,3,2,156,normal,0
4965,normal_id_01_00000139_hist_librosa_part128.bin,1,139,128,normal,0
4966,normal_id_01_00000108_hist_librosa_part075.bin,1,108,75,normal,0
4967,normal_id_01_00000330_hist_librosa_part135.bin,1,330,135,normal,0
